phi_2,rho_2,dm
-1.157428872375187,3.141592653589793,3.3550097352271657
-0.8267349088394194,-3.141592653589793,1.2891981739819103
-0.8267349088394194,-2.8108986900540254,1.3924887520441724
-0.8267349088394194,-2.4802047265182576,1.4957793301064366
-0.8267349088394194,-2.14951076298249,1.5990699081686992
-0.8267349088394194,-1.8188167994467224,1.7023604862309611
-0.8267349088394194,-1.4881228359109546,1.8056510642932246
-0.8267349088394194,-1.157428872375187,1.908941642355486
-0.8267349088394194,-0.8267349088394194,2.01223222041775
-0.8267349088394194,-0.4960409453036516,2.1155227984800122
-0.8267349088394194,-0.16534698176788387,2.218813376542275
-0.8267349088394194,0.16534698176788387,2.322103954604539
-0.8267349088394194,0.4960409453036516,2.4253945326668016
-0.8267349088394194,0.8267349088394189,2.5286851107290627
-0.8267349088394194,1.1574288723751867,2.631975688791327
-0.8267349088394194,1.4881228359109544,2.735266266853589
-0.8267349088394194,1.8188167994467221,2.838556844915852
-0.8267349088394194,2.14951076298249,2.9418474229781153
-0.8267349088394194,2.4802047265182576,3.045138001040379
-0.8267349088394194,2.8108986900540254,3.1484285791026405
-0.8267349088394194,3.141592653589793,3.2517191571649047
-0.4960409453036516,-3.141592653589793,1.1859075959196477
-0.4960409453036516,-2.8108986900540254,1.2891981739819096
-0.4960409453036516,-2.4802047265182576,1.3924887520441724
-0.4960409453036516,-2.14951076298249,1.4957793301064366
-0.4960409453036516,-1.8188167994467224,1.599069908168698
-0.4960409453036516,-1.4881228359109546,1.702360486230961
-0.4960409453036516,-1.157428872375187,1.8056510642932246
-0.4960409453036516,-0.8267349088394194,1.908941642355486
-0.4960409453036516,-0.4960409453036516,2.01223222041775
-0.4960409453036516,-0.16534698176788387,2.1155227984800122
-0.4960409453036516,0.16534698176788387,2.218813376542275
-0.4960409453036516,0.4960409453036516,2.3221039546045383
-0.4960409453036516,0.8267349088394189,2.425394532666801
-0.4960409453036516,1.1574288723751867,2.5286851107290627
-0.4960409453036516,1.4881228359109544,2.631975688791327
-0.4960409453036516,1.8188167994467221,2.735266266853589
-0.4960409453036516,2.14951076298249,2.8385568449158516
-0.4960409453036516,2.4802047265182576,2.9418474229781153
-0.4960409453036516,2.8108986900540254,3.045138001040379
-0.4960409453036516,3.141592653589793,3.1484285791026396
