phi,rho,l_plus,l_minus
-6.283185307179586,4.231532961978088,2.7182818284590464,2.7182818284590438
-6.283185307179586,4.487989505128276,2.7182818284590464,2.7182818284590438
-6.283185307179586,4.744446048278462,2.7182818284590464,2.7182818284590438
-6.283185307179586,5.00090259142865,2.7182818284590464,2.7182818284590438
-6.283185307179586,5.257359134578836,2.7182818284590464,2.7182818284590438
-6.283185307179586,5.513815677729024,2.7182818284590464,2.7182818284590438
-6.283185307179586,5.77027222087921,2.7182818284590464,2.7182818284590438
-6.283185307179586,6.026728764029398,2.7182818284590464,2.7182818284590438
-6.283185307179586,6.283185307179586,2.7182818284590464,2.7182818284590438
-6.026728764029399,-6.283185307179586,4.052190432977257,1.3843732239408337
-6.026728764029399,-6.026728764029399,4.052190432977257,1.3843732239408337
-6.026728764029399,-5.770272220879212,4.052190432977257,1.3843732239408337
-6.026728764029399,-5.513815677729025,4.052190432977257,1.3843732239408337
-6.026728764029399,-5.257359134578838,4.052190432977257,1.3843732239408337
-6.026728764029399,-5.00090259142865,4.052190432977257,1.3843732239408337
-6.026728764029399,-4.744446048278463,4.052190432977257,1.3843732239408337
-6.026728764029399,-4.487989505128276,4.052190432977257,1.3843732239408337
-6.026728764029399,-4.231532961978089,4.052190432977257,1.3843732239408337
-6.026728764029399,-3.9750764188279017,4.052190432977257,1.3843732239408337
-6.026728764029399,-3.7186198756777147,4.052190432977257,1.3843732239408337
-6.026728764029399,-3.462163332527527,4.052190432977257,1.3843732239408337
-6.026728764029399,-3.20570678937734,4.052190432977257,1.3843732239408337
-6.026728764029399,-2.949250246227153,4.052190432977257,1.3843732239408337
-6.026728764029399,-2.6927937030769655,4.052190432977257,1.3843732239408337
-6.026728764029399,-2.4363371599267785,4.052190432977257,1.3843732239408337
-6.026728764029399,-2.1798806167765914,4.052190432977257,1.3843732239408337
-6.026728764029399,-1.9234240736264043,4.052190432977257,1.3843732239408337
-6.026728764029399,-1.6669675304762173,4.052190432977257,1.3843732239408337
-6.026728764029399,-1.4105109873260302,4.052190432977257,1.3843732239408337
-6.026728764029399,-1.1540544441758431,4.052190432977257,1.3843732239408337
-6.026728764029399,-0.8975979010256552,4.052190432977257,1.3843732239408337
-6.026728764029399,-0.6411413578754681,4.052190432977257,1.3843732239408337
-6.026728764029399,-0.38468481472528104,4.052190432977257,1.3843732239408337
-6.026728764029399,-0.12822827157509398,4.052190432977257,1.3843732239408337
-6.026728764029399,0.1282282715750931,4.052190432977257,1.3843732239408337
-6.026728764029399,0.38468481472528016,4.052190432977257,1.3843732239408337
-6.026728764029399,0.6411413578754672,4.052190432977257,1.3843732239408337
-6.026728764029399,0.8975979010256552,4.052190432977257,1.3843732239408337
-6.026728764029399,1.1540544441758422,4.052190432977257,1.3843732239408337
-6.026728764029399,1.4105109873260293,4.052190432977257,1.3843732239408337
-6.026728764029399,1.6669675304762164,4.052190432977257,1.3843732239408337
