r,omega,theta,phi,rho,mass
0.5801,-3.4125677428758063,0.0,0.0,0.0,4.444041757461858e-06
0.5901,-3.412586689712064,0.0,0.0,0.0,4.677702878046729e-06
0.6001,-3.4126059605592665,0.0,0.0,0.0,4.919416974662035e-06
0.6101,-3.412625555416938,0.0,0.0,0.0,5.169320796475724e-06
0.6201,-3.412645474284826,0.0,0.0,0.0,5.427551044920198e-06
0.6301,-3.4126657171629025,0.0,0.0,0.0,5.6942443736923245e-06
0.6401,-3.412686284051362,0.0,0.0,0.0,5.9695373887534255e-06
0.6501,-3.412707174950625,0.0,0.0,0.0,6.25356664832928e-06
0.6601,-3.4127283898613343,0.0,0.0,0.0,6.546468662910133e-06
0.6701,-3.4127499287843577,0.0,0.0,0.0,6.84837989525068e-06
0.6801,-3.4127717917207865,0.0,0.0,0.0,7.1594367603700805e-06
0.6901,-3.412793978671936,0.0,0.0,0.0,7.479775625551949e-06
0.7001000000000001,-3.412816489639346,0.0,0.0,0.0,7.809532810344364e-06
0.7101,-3.412839324624779,0.0,0.0,0.0,8.148844586559854e-06
0.7201,-3.412862483630222,0.0,0.0,0.0,8.49784717827542e-06
0.7301,-3.4128859666578872,0.0,0.0,0.0,8.856676761832512e-06
0.7401,-3.412909773710209,0.0,0.0,0.0,9.225469465837037e-06
0.7501,-3.412933904789847,0.0,0.0,0.0,9.60436137115937e-06
0.7601,-3.412958359899683,0.0,0.0,0.0,9.993488510934333e-06
0.7701,-3.4129831390428254,0.0,0.0,0.0,1.039298687056122e-05
0.7801,-3.4130082422226047,0.0,0.0,0.0,1.0802992387703773e-05
0.7901,-3.4130336694425756,0.0,0.0,0.0,1.1223640952290196e-05
0.8001,-3.413059420706517,0.0,0.0,0.0,1.1655068406513152e-05
0.8101,-3.4130854960184314,0.0,0.0,0.0,1.2097410544829768e-05
0.8201,-3.4131118953825466,0.0,0.0,0.0,1.2550803113961624e-05
0.8301000000000001,-3.413138618803312,0.0,0.0,0.0,1.3015381812894754e-05
0.8401,-3.413165666285403,0.0,0.0,0.0,1.3491282292879654e-05
0.8501,-3.4131930378337185,0.0,0.0,0.0,1.3978640157431302e-05
0.8601,-3.413220733453381,0.0,0.0,0.0,1.4477590962329093e-05
0.8701,-3.413248753149736,0.0,0.0,0.0,1.4988270215616914e-05
0.8801,-3.413277096928356,0.0,0.0,0.0,1.5510813377603093e-05
0.8901,-3.4133057647950333,0.0,0.0,0.0,1.6045355860860426e-05
0.9001,-3.4133347567557877,0.0,0.0,0.0,1.659203303022617e-05
0.9101,-3.413364072816861,0.0,0.0,0.0,1.715098020280202e-05
0.9201,-3.41339371298472,0.0,0.0,0.0,1.7722332647954156e-05
0.9301,-3.4134236772660547,0.0,0.0,0.0,1.8306225587313207e-05
0.9401,-3.413453965667779,0.0,0.0,0.0,1.8902794194774255e-05
0.9501000000000001,-3.413484578197032,0.0,0.0,0.0,1.9512173596496853e-05
0.9601,-3.413515514861175,0.0,0.0,0.0,2.0134498870904985e-05
0.9701,-3.4135467756677946,0.0,0.0,0.0,2.0769905048687138e-05
0.9801,-3.4135783606247005,0.0,0.0,0.0,2.141852711279623e-05
0.9901,-3.413610269739927,0.0,0.0,0.0,2.208049999844963e-05
1.0001,-3.413642503021732,0.0,0.0,0.0,2.275595859312919e-05
1.0101,-3.4136750604785977,0.0,0.0,0.0,2.34450377365812e-05
1.0201,-3.41370794211923,0.0,0.0,0.0,2.4147872220816417e-05
1.0301,-3.413741147952558,0.0,0.0,0.0,2.4864596790110065e-05
1.0401,-3.4137746779877363,0.0,0.0,0.0,2.559534614100182e-05
1.0501,-3.4138085322341425,0.0,0.0,0.0,2.6340254922295796e-05
1.0601,-3.413842710701378,0.0,0.0,0.0,2.7099457735060605e-05
1.0701,-3.4138772133992688,0.0,0.0,0.0,2.78730891326293e-05
1.0801,-3.4139120403378644,0.0,0.0,0.0,2.8661283620599373e-05
1.0901,-3.4139471915274386,0.0,0.0,0.0,2.9464175656832813e-05
1.1001,-3.4139826669784887,0.0,0.0,0.0,3.0281899651456028e-05
1.1101,-3.414018466701737,0.0,0.0,0.0,3.111458996685991e-05
